year,selling_price,transmission,potencia_motor_hp,nivel_seguridad,score_calidad,eficiencia_km_l,calidad_auto_num
2013,1902829,0,94,2.0,5.300000000000001,10.529995844050816,1
2023,142889,0,102,2.2,6.4,13.229931737665256,1
2018,138952,1,360,4.1,7.7,11.879593274942112,2
2005,767884,0,228,1.3,4.699999999999999,9.450090913329293,0
2009,465331,0,379,1.8,6.3,9.449997223610415,1
2014,954498,0,330,1.1,6.3,10.8,1
2020,271576,0,359,2.1,6.9,12.420008634750072,1
2021,793681,0,101,2.7,6.9,12.690077410274457,1
2019,915796,0,246,2.2,7.6,12.150038556163478,2
2005,2449940,1,144,2.5,6.2,9.44999736433417,1
2022,2471939,0,63,2.5,6.3,12.96026292201972,1
2009,304084,0,386,2.2,6.5,9.450000546501842,1
2006,179466,1,344,2.5,6.6000000000000005,9.449988043218331,1
2021,2161740,0,321,2.7,8.299999999999999,12.689985232182902,2
2016,2290604,1,268,3.2,7.3,11.339975835416013,1
2017,1644575,0,314,1.3,6.800000000000001,11.610001151543068,1
2016,710457,0,253,2.2,6.9,11.339961625675912,1
2008,2001356,0,140,2.2,5.6000000000000005,9.449987562532822,1
2009,1782329,0,152,2.5,5.8,9.45003996802558,1
2009,1907084,1,198,2.7,5.699999999999999,9.449997480135066,1
2006,1444994,0,277,1.6,5.9,9.45000480455573,1
2015,369753,1,303,3.1,6.9,11.07000664437922,1
2017,1596557,1,162,2.1,6.4,11.610015873326931,1
2005,824597,0,91,1.1,4.699999999999999,9.449987666800476,0
2019,105486,1,110,3.5,6.7,12.149854490306186,1
2000,784647,0,297,2.1,5.1,9.450006749763755,1
2000,79882,0,99,1.2,4.699999999999999,9.450020190154548,0
2011,1337256,0,316,2.0,6.0,9.990403071017274,1
2020,1731594,0,282,2.4,7.5,12.41995409644818,2
2001,224898,1,65,3.0,5.4,9.450073142980983,1
2003,1448705,1,154,2.7,6.2,9.450034647329227,1
2016,2453324,1,331,2.2,7.199999999999999,11.33998645472292,1
2003,2067411,1,205,2.4,5.300000000000001,9.449984668097644,1
2010,673226,0,387,1.3,6.4,9.719971665117104,1
2021,606831,0,288,2.2,7.9,12.689798032107715,2
2003,698567,0,290,1.7,6.2,9.450005188630296,1
2000,2176514,1,108,3.4,5.699999999999999,9.449976069595248,1
2006,2305970,0,310,2.0,6.2,9.449981774497624,1
2017,453273,1,354,3.3,8.299999999999999,11.61001895898997,2
2008,879347,1,117,3.5,6.1,9.449980545588172,1
2002,988565,0,258,1.8,6.1,9.449980376466032,1
2007,739517,0,229,1.4,6.0,9.44995741274744,1
2023,423519,0,360,3.4,9.0,13.229971138994358,2
2018,893224,1,286,4.0,7.9,11.880014597824488,2
2003,1326784,1,87,3.4,6.3,9.44998482856276,1
2017,2080888,0,148,2.0,6.3,11.610002314330112,1
2019,1087904,1,151,4.2,7.199999999999999,12.149978096666713,1
2010,1489918,0,132,2.3,5.300000000000001,9.720019497580637,1
2013,1902637,0,320,2.1,6.6000000000000005,10.53001728744303,1
2017,2244102,0,372,1.8,7.1,11.610036694132855,1
2015,224942,0,139,1.7,6.5,11.070049795781346,1
2002,1633452,0,88,2.2,5.300000000000001,9.450007045347167,1
2014,2016522,1,294,3.2,7.199999999999999,10.799974330086563,1
2003,941712,1,370,2.5,5.9,9.45,1
2004,2093419,0,210,1.7,5.6000000000000005,9.450004504291948,1
2016,322743,1,116,3.0,6.6000000000000005,11.340056657223796,1
2006,384738,0,205,1.0,5.699999999999999,9.449987782847115,1
2015,782790,1,192,2.4,6.1,11.069924298480275,1
2013,1756875,0,206,1.4,5.2,10.529983418340574,1
2015,2400008,0,288,2.3,7.4,11.070021813971278,1
2006,334293,0,255,1.5,5.6000000000000005,9.449955148789018,1
2008,247170,1,143,2.8,5.9,9.449999550800026,1
2003,1469754,0,109,2.2,5.2,9.450000793764188,1
2021,1279140,0,391,2.4,8.4,12.689601250977326,2
2010,229992,0,323,1.2,5.5,9.719962573614398,1
2001,621054,0,272,2.4,5.8,9.450002329652484,1
2011,845740,0,168,2.1,5.9,9.989976333008492,1
2011,497095,0,92,1.3,5.2,9.990025559503772,1
2003,1035979,0,161,2.2,5.0,9.44997971236644,1
2017,2456409,0,233,2.2,6.1,11.610019565157486,1
2020,885358,0,296,3.3,7.4,12.419976537623596,1
2006,1529995,0,186,1.4,5.4,9.450036199254823,1
2000,1842837,0,281,1.7,5.5,9.44995835646863,1
2022,2021472,0,254,3.0,7.7,12.960009763638585,2
2012,254580,0,250,1.6,6.2,10.260103540414162,1
2005,624673,0,153,1.1,4.5,9.449995638731936,0
2005,1129229,0,318,1.2,5.2,9.450049084111368,1
2011,1190441,0,367,1.9,6.1,9.989989671160698,1
2007,700101,0,103,1.6,5.699999999999999,9.449914788865744,1
2023,1244447,0,375,3.0,7.9,13.23001658652638,2
2021,2395687,0,117,3.2,7.800000000000001,12.689998799375676,2
2018,1637916,0,154,2.6,6.7,11.879989538315918,1
2004,2284268,0,201,1.5,5.9,9.449986168291217,1
2017,2298095,0,334,2.1,7.1,11.60999462958252,1
2004,270375,0,64,1.7,4.8,9.44997933979156,0
2009,2036314,0,306,2.0,6.3,9.44997498013128,1
2000,817522,1,182,2.0,5.8,9.44999520414362,1
2009,1055344,0,341,1.0,5.2,9.449997258211656,1
2004,1878881,0,173,1.8,5.300000000000001,9.450000356910865,1
2011,2492404,0,306,2.5,6.0,9.99001736977659,1
2021,1333596,0,77,2.4,7.199999999999999,12.690055326078753,1
2006,99892,0,232,2.0,5.300000000000001,9.450022542992707,1
2008,2328745,0,287,1.3,6.3,9.450002146751965,1
2021,927933,0,282,2.5,6.9,12.689944225542735,1
2020,395535,1,269,4.1,8.7,12.420034991700684,2
2011,2427216,0,303,2.3,6.5,9.989829000063567,1
2022,1915993,0,68,2.5,6.800000000000001,12.96001379117857,1
2000,1257935,0,181,1.3,4.9,9.449997233850295,0
2010,833059,0,357,2.1,6.7,9.720020976576157,1
2020,2272854,0,385,2.3,8.299999999999999,12.42000090013052,2
2014,123527,0,399,1.4,7.3,10.800045581648126,1
2001,965108,0,387,1.2,6.3,9.450017464960922,1
2019,878667,0,168,3.4,7.9,12.150032394596462,2
2006,733019,0,383,1.4,6.0,9.45005720178534,1
2020,2434272,0,90,3.5,7.7,12.419922060640625,2
2011,1468351,1,181,2.3,5.4,9.98999670623254,1
2021,773666,1,334,3.0,8.5,12.690008716948238,2
2017,644670,1,130,3.3,7.1,11.61001816928764,1
2002,853083,0,234,1.9,5.5,9.450006527628188,1
2006,230116,0,352,1.5,5.9,9.45002398681768,1
2010,64633,0,268,1.8,5.6000000000000005,9.720019091202603,1
2017,129164,0,283,1.4,6.1,11.610011474469308,1
2011,837001,0,78,2.0,5.1,9.9899865227413,1
2005,903941,0,276,1.9,6.4,9.449997107615967,1
2004,173425,0,152,1.1,5.1,9.45,1
2000,824508,0,112,2.4,5.4,9.45001754401749,1
2011,1488242,0,134,1.7,5.5,9.989982963149924,1
2010,345182,0,191,1.3,5.4,9.72000379655869,1
2003,1278736,0,105,1.5,4.8,9.450035685931724,0
2017,1302825,0,95,2.3,6.9,11.610169491525424,1
2003,2352690,0,191,1.6,5.8,9.449991207674724,1
2016,772153,0,189,1.8,5.9,11.33998653714328,1
2001,2044837,0,226,2.4,5.699999999999999,9.450013398572803,1
2023,2348618,1,302,4.0,8.5,13.229959579441942,2
2021,1734038,0,284,3.0,7.7,12.68997552894298,2
2001,361416,0,359,1.4,5.699999999999999,9.450022672799118,1
2011,187980,0,150,2.0,5.699999999999999,9.990067436875949,1
2005,1070669,1,356,2.6,7.0,9.450002763805209,1
2009,1691311,0,181,2.4,5.9,9.44994331560129,1
2022,779887,0,353,2.2,7.7,12.959971268532112,2
2020,1437828,0,252,2.4,6.800000000000001,12.420165707063614,1
2022,276301,1,173,3.1,7.5,12.960018173557474,2
2015,874765,0,70,1.6,5.2,11.070236771015416,1
2013,957651,0,246,1.2,5.5,10.530048042346309,1
2006,1443749,0,137,2.3,6.1,9.4500094599424,1
2018,1400417,0,129,3.4,7.199999999999999,11.880017062861132,1
2022,1902642,0,358,3.0,8.100000000000001,12.95999421093354,2
2016,961952,0,163,1.2,5.5,11.34003246182634,1
2008,1040391,1,274,2.5,5.8,9.45000729319502,1
2012,105063,0,177,2.4,5.699999999999999,10.260016277177073,1
2021,637069,0,64,2.2,6.5,12.69000257085931,1
2004,2054676,0,213,1.8,5.4,9.45002730748225,1
2022,2365138,0,269,2.5,7.5,12.959971954074796,2
2004,1405044,0,347,2.5,5.9,9.44995875597132,1
2009,271668,0,362,1.4,6.0,9.449976042418085,1
2020,2441938,0,149,2.1,7.3,12.420002952223188,1
2009,565518,0,109,3.1,5.5,9.449985750926189,1
2006,599666,1,261,2.5,6.1,9.449935906566015,1
2014,2452171,1,215,3.0,7.4,10.800030224035664,1
2006,1216747,0,154,1.2,5.6000000000000005,9.450013294336612,1
2014,1460781,0,138,1.8,5.9,10.799984240645346,1
2002,638665,1,242,2.6,5.9,9.449972314042654,1
2018,628979,0,373,2.8,7.7,11.880004159301237,2
2009,2109417,0,227,2.3,6.0,9.450027095162923,1
2014,2458359,0,245,2.5,6.0,10.799939513080297,1
2002,666070,0,387,2.1,6.2,9.44999164776187,1
2005,1882760,1,389,3.2,7.1,9.44998340943924,1
2011,2225495,1,232,2.8,6.1,9.990011044127268,1
2014,2492367,0,197,1.1,6.4,10.799994004915968,1
2005,972996,0,269,2.0,5.4,9.450056562208507,1
2012,1917322,0,363,1.2,5.8,10.259961975711017,1
2018,644571,0,279,2.4,6.7,11.880028137756112,1
2002,2206719,0,249,2.1,5.2,9.450014641288432,1
2007,2456302,1,343,3.0,6.7,9.450015992039518,1
2007,2076091,0,173,1.5,4.699999999999999,9.449983327775923,0
2022,2384930,0,79,3.2,6.6000000000000005,12.960050863621914,1
2019,1240334,0,147,3.4,7.199999999999999,12.150005131889564,1
2014,1379611,1,385,2.8,7.3,10.800015627848827,1
2003,766079,0,356,2.0,5.6000000000000005,9.449996626928677,1
2018,1062968,0,321,2.4,6.7,11.879974911911232,1
2020,1004227,0,89,3.5,7.7,12.420021895146576,2
2002,299465,0,113,1.4,5.0,9.45003338526597,1
2012,2371741,0,234,2.3,6.3,10.260034712992354,1
2007,1381142,1,309,3.4,6.800000000000001,9.450012791288176,1
2022,345625,0,69,3.1,7.1,12.959986389377232,1
2015,683672,0,334,2.2,6.5,11.069833616567204,1
2012,108031,1,324,2.7,7.0,10.26001397298556,1
2002,2024601,1,194,3.4,6.1,9.450005968248917,1
2015,1968135,0,120,2.1,5.699999999999999,11.069969623965644,1
2008,2131552,0,73,1.5,5.2,9.450010890873449,1
2013,1765948,1,317,2.1,6.2,10.529772329246937,1
2012,392368,0,360,1.8,6.1,10.259985076385345,1
2020,810791,0,335,3.3,8.0,12.41998931572046,2
2006,1914968,0,85,2.3,5.9,9.44998251579913,1
2014,2234847,0,98,2.3,6.2,10.799978509643797,1
2006,1228642,0,305,1.3,5.0,9.44997735165333,1
2005,1237558,0,210,1.6,5.6000000000000005,9.449997580918284,1
2001,1680969,0,267,1.9,5.2,9.450043131882072,1
2008,1784441,0,212,2.0,5.699999999999999,9.450035371169074,1
2021,1302876,1,175,3.5,7.6,12.690029650787668,2
2023,340699,1,260,4.0,8.299999999999999,13.229966023038038,2
2016,1902947,1,240,2.9,6.6000000000000005,11.33999118113239,1
2004,1582579,0,340,1.9,5.6000000000000005,9.450000350407525,1
2011,2302375,0,233,2.0,6.3,9.98994070309191,1
2000,1622900,1,214,2.9,5.8,9.45000420486082,1
2009,1968715,1,378,2.3,6.6000000000000005,9.45002532500422,1
2010,541513,1,174,3.3,6.0,9.720008495317463,1
2015,2227890,0,362,1.4,6.800000000000001,11.06998228859795,1
2013,385740,0,201,2.1,6.2,10.530003197498845,1
2007,180613,0,338,1.3,5.8,9.450015496220498,1
2023,123601,0,75,3.0,6.7,13.230054015761976,1
2016,1790584,0,207,2.3,6.6000000000000005,11.339936831313148,1
2017,862902,0,321,1.0,5.9,11.60980067891026,1
2011,1106904,0,88,2.5,5.4,9.990027909691776,1
2016,187405,1,319,2.0,6.3,11.33999617183014,1
2013,171173,0,173,1.0,4.9,10.53003989200951,0
2015,96638,0,67,2.3,6.0,11.069997833196435,1
2013,1300251,0,363,2.1,6.800000000000001,10.529973272241314,1
2008,1212496,1,314,2.2,6.2,9.450054301361,1
2003,2155039,0,143,2.4,5.0,9.449980866775768,1
2022,2114798,1,75,4.0,7.5,12.960047550964674,2
2010,1123494,0,362,1.2,6.2,9.72005422280644,1
2005,871929,0,346,2.3,6.2,9.450063342402029,1
2014,766369,0,155,1.7,6.1,10.80007049079214,1
2004,1372649,1,181,2.4,5.2,9.449952129466627,1
2010,2077842,0,285,2.2,5.9,9.72001906990855,1
2017,1067977,0,88,2.1,6.7,11.61000754643492,1
2012,784459,0,135,1.9,5.1,10.26001977180047,1
2010,2437842,0,383,2.3,6.7,9.71997598600924,1
2013,2356648,1,178,3.3,6.7,10.530055556880232,1
2017,1526075,0,230,1.3,5.9,11.610009510908723,1
2018,358710,0,93,3.3,6.5,11.879962900286383,1
2023,397608,0,321,2.6,7.9,13.23000438660623,2
2014,1226855,0,364,1.6,7.199999999999999,10.7999475209618,1
2008,131991,0,247,2.5,5.699999999999999,9.450037099792905,1
2007,2402221,0,110,3.1,5.5,9.44998683643004,1
2019,535714,0,68,2.5,6.5,12.149998827401287,1
2000,726503,0,192,2.0,5.5,9.449886217473038,1
2003,172772,1,251,2.8,5.6000000000000005,9.449986744987513,1
2013,1327991,0,75,1.2,5.9,10.530032425755314,1
2001,1027469,0,246,2.3,5.699999999999999,9.449925377473688,1
2015,1611853,0,243,2.2,6.800000000000001,11.069967183891746,1
2002,1357589,0,252,2.2,5.699999999999999,9.450026972908228,1
2007,1515741,0,143,1.8,4.699999999999999,9.449974837054585,0
2005,756412,0,234,1.3,4.9,9.45000990774786,0
2015,2381134,1,151,3.3,6.800000000000001,11.06996935648621,1
2023,1837139,1,350,3.5,9.0,13.229988657291653,2
2015,2352535,1,121,2.0,5.6000000000000005,11.06997471825856,1
2006,341799,0,92,2.5,5.0,9.450036905004946,1
2012,238874,0,202,2.3,6.4,10.260002679289094,1
2012,1670496,1,182,2.9,6.0,10.25995682013656,1
2004,2358436,0,174,1.0,4.9,9.450000231170044,0
2019,1289658,0,139,2.3,6.6000000000000005,12.149983372131691,1
2021,2360959,0,301,2.7,7.800000000000001,12.68999583709856,2
2017,523818,0,195,1.9,6.0,11.61011755529556,1
2014,1379615,0,154,2.1,5.699999999999999,10.8,1
2017,1334468,1,323,4.2,8.100000000000001,11.610005841879788,2
2001,292718,0,200,1.8,4.9,9.44994918699187,0
2009,767167,0,147,2.0,5.1,9.449998088611949,1
2022,419478,0,296,3.2,7.6,12.959961326281068,2
2012,1774833,0,118,2.1,5.2,10.260021922956469,1
2017,637371,0,396,2.4,7.1,11.609901358645075,1
2014,1720415,0,234,2.3,5.9,10.800016067268295,1
2011,1963514,0,119,1.3,5.300000000000001,9.989964877069744,1
2014,712643,0,228,2.4,5.9,10.799911053610414,1
2012,1966489,0,111,1.3,4.9,10.259954102866626,0
2017,2409551,0,287,2.5,7.1,11.609985345393904,1
2014,257627,0,307,2.1,7.3,10.799976668562346,1
2022,1638351,0,391,2.9,7.800000000000001,12.959966312750025,2
2010,1642210,0,95,1.5,4.8,9.719976677854993,0
2018,2418040,0,392,2.2,7.4,11.880014851178812,1
2002,2041226,0,158,1.2,5.4,9.450015161716408,1
2006,1480360,0,128,2.3,5.5,9.450020708591763,1
2020,879119,0,200,2.6,6.7,12.420002902162112,1
2013,2324327,1,259,2.8,6.1,10.530000635140878,1
2013,1947871,0,326,2.4,6.800000000000001,10.53000658633916,1
2021,1104853,0,67,2.4,6.800000000000001,12.689989348405646,1
2012,898292,1,121,3.1,5.9,10.260000236202805,1
2011,2280484,0,199,1.7,5.8,9.990062233227984,1
2023,1819819,0,392,2.3,8.2,13.230046111692763,2
2008,336885,0,169,2.3,6.3,9.450006608511762,1
2000,431864,0,231,2.0,5.4,9.450041361380288,1
2018,832733,0,117,2.1,6.4,11.880069524913091,1
2010,1585410,0,67,1.8,4.8,9.720016112450477,0
2022,399760,0,123,3.3,7.4,12.959766894542192,1
2021,2080812,0,367,2.1,7.800000000000001,12.6900511225225,2
2022,2241667,0,386,2.6,8.0,12.95992670106573,2
2023,1789549,0,337,3.2,8.4,13.229951634129373,2
2021,1286664,0,250,3.3,8.299999999999999,12.689988770838731,2
2018,1682974,0,281,3.2,6.9,11.880156849930565,1
2017,269601,0,138,1.5,6.0,11.610019965640529,1
2011,346177,0,96,1.8,5.4,9.989983186062318,1
2022,1930221,0,247,3.1,8.299999999999999,12.959345623245024,2
2000,62938,0,207,1.2,5.1,9.450058384981586,1
2018,1229418,0,154,2.9,6.9,11.880054184967776,1
2019,1044199,0,174,3.1,7.4,12.150003269469693,1
2016,1362994,0,232,2.3,6.7,11.340166161969096,1
2004,1969398,1,181,2.2,5.1,9.44997964997965,1
2002,1248609,1,373,2.5,6.3,9.450042861224878,1
2001,989479,1,263,2.8,6.0,9.449973512272647,1
2002,1235622,0,224,2.1,6.1,9.45,1
2007,2485760,1,281,3.1,6.5,9.450025759917567,1
2015,595501,0,318,1.4,6.1,11.070059939078314,1
2005,1352619,0,136,1.0,4.8,9.44999433317682,0
2012,1054735,1,134,3.0,6.5,10.25991000242732,1
2022,2062236,1,281,4.4,8.7,12.95998021970259,2
2021,1423464,0,260,3.2,8.299999999999999,12.68998514694782,2
2021,1561602,1,281,3.9,8.8,12.690031129883224,2
2015,871485,0,152,2.5,6.0,11.070005801585769,1
2015,2396118,0,97,1.6,5.300000000000001,11.070027893710282,1
2002,495292,0,293,1.8,5.300000000000001,9.449948752989409,1
2012,1128290,1,180,2.0,6.6000000000000005,10.260014357501795,1
2013,739746,0,108,2.4,5.6000000000000005,10.53001642325063,1
2007,367192,1,93,2.9,5.699999999999999,9.449964323254331,1
2011,405439,0,213,1.6,5.8,9.98992215735335,1
2022,62026,1,189,3.1,8.100000000000001,12.960017122297163,2
2022,2253299,0,115,2.5,6.5,12.960078768349444,1
2021,1731063,0,159,2.0,6.2,12.689969434081,1
2020,338988,1,194,3.5,7.1,12.420013857471826,1
2007,2499711,0,95,2.4,5.4,9.450030953536231,1
2020,104708,0,227,2.2,7.0,12.419989012291152,1
2008,1674438,0,265,1.8,6.4,9.45002769644694,1
2000,1446268,0,341,1.3,5.1,9.450014696756917,1
2005,1330985,0,143,2.2,6.0,9.450405652970426,1
2022,1687094,0,134,2.8,7.199999999999999,12.959955786376678,1
2018,2057708,0,149,2.3,6.800000000000001,11.87997467438495,1
2022,1353027,1,180,4.3,7.5,12.960004968326915,2
2010,877013,1,158,3.2,6.3,9.72002038936199,1
2010,489844,0,384,2.4,7.3,9.71997766873329,1
2022,1318276,0,331,2.0,7.5,12.959945844854689,2
2012,337249,1,134,2.7,6.1,10.259967990205768,1
2010,381301,0,196,2.5,6.1,9.719980735328862,1
2017,1093840,1,320,3.2,7.199999999999999,11.609988456486262,1
2022,1447955,0,271,3.2,8.100000000000001,12.96002276940592,2
2014,820802,0,102,1.9,6.0,10.79990477324128,1
2000,314491,0,157,2.1,5.2,9.45009588926874,1
2020,198182,0,345,3.2,7.6,12.420040989964807,2
2006,2340394,1,133,2.1,5.4,9.449859041482078,1
2022,757161,0,187,3.0,7.1,12.960039679972397,1
2012,505987,0,91,2.2,5.300000000000001,10.259912959381044,1
2011,174926,0,275,1.1,6.0,9.989991427256257,1
2017,131147,0,332,1.4,6.9,11.609976484529785,1
2023,1642063,0,126,2.5,7.1,13.230054529091005,1
2018,1977298,0,290,3.3,8.2,11.880006507862072,2
2014,1528367,0,294,2.2,6.3,10.80005273755873,1
2007,2368020,0,213,2.0,5.300000000000001,9.449985408476817,1
2018,2267939,0,71,3.2,6.7,11.879999578428173,1
2009,2261579,0,96,1.7,5.2,9.450009943323058,1
2006,2295215,0,229,2.3,6.1,9.449952335557674,1
2017,661781,1,372,2.4,7.4,11.60993074304496,1
2015,2016714,0,71,2.1,6.1,11.07012435846822,1
2019,538633,0,233,2.4,7.0,12.149558001082449,1
2005,2227028,0,284,1.1,5.0,9.44995950044267,1
2008,217071,0,214,1.4,6.0,9.449990671925097,1
2020,1825823,1,393,3.7,8.4,12.41990932190723,2
2012,1944656,0,66,2.3,5.1,10.259982819030338,1
2020,505884,1,295,3.8,8.7,12.420006126597787,2
2007,1595140,0,97,1.3,4.9,9.449991653425496,0
2015,2485079,0,357,2.5,7.800000000000001,11.069930178192685,2
2012,605943,1,303,2.4,6.0,10.25999670890242,1
2012,617327,0,182,2.5,6.2,10.260000813349782,1
2016,2464551,0,214,2.4,6.9,11.339970758198149,1
2022,122219,0,357,2.8,7.4,12.960014536039155,1
2019,1896252,1,305,3.1,7.7,12.15000288716942,2
2004,768590,0,100,2.0,5.1,9.449982918724183,1
2021,416042,0,324,3.3,8.6,12.689976230995343,2
2020,1389091,0,167,2.7,6.4,12.4200404490572,1
2016,2307102,1,285,2.4,7.5,11.339965438326097,2
2008,2314381,0,233,2.2,5.5,9.45009228605748,1
2001,1104490,1,164,2.8,5.6000000000000005,9.450390757730206,1
2017,1387900,1,397,2.3,6.800000000000001,11.609465989344567,1
2008,915048,0,241,2.4,6.0,9.44962059360292,1
2005,1326137,0,152,2.4,5.6000000000000005,9.449985367744182,1
2010,1225175,0,178,1.6,5.1,9.720055428402386,1
2005,728063,0,180,1.1,4.6000000000000005,9.449995926901458,0
2005,1288669,0,246,1.9,5.699999999999999,9.44998412680199,1
2012,2241951,0,328,1.5,6.3,10.259908893524628,1
2010,672673,0,75,1.1,4.9,9.719975845696624,0
2013,2097152,1,91,3.3,6.4,10.529962880715802,1
2001,2132174,0,154,2.5,4.8,9.450000556229211,0
2007,974914,1,165,2.5,5.8,9.45000349870548,1
2002,655750,0,234,2.1,5.8,9.449858889934148,1
2022,229340,0,385,2.1,8.4,12.960022847796033,2
2020,92039,0,350,2.6,8.299999999999999,12.419935383216837,2
2002,1146376,0,390,1.2,6.3,9.450400492914357,1
2000,2450057,0,96,1.1,4.1,9.450011462339846,0
2023,668914,0,81,2.9,6.7,13.229995988866063,1
2018,1217574,0,277,3.2,7.7,11.880027744779916,2
2017,291324,1,145,2.7,7.3,11.609963398757031,1
2016,559662,0,375,1.8,7.0,11.33996056523168,1
2019,478583,1,101,3.4,7.0,12.14999437901322,1
2023,2021893,1,200,4.1,8.2,13.230011618942132,2
2012,283229,0,274,1.5,6.1,10.260019840255264,1
2002,2141706,0,219,1.1,4.4,9.449977138141389,0
2000,887876,0,338,1.2,5.0,9.449974880449547,1
2003,2208900,0,230,1.2,5.2,9.45013979496738,1
2012,1139766,0,219,1.7,6.5,10.26000916331853,1
2016,1138894,1,299,2.1,6.4,11.340016496415204,1
2010,174078,0,215,2.2,6.0,9.720017833259028,1
2001,89759,1,291,3.4,6.4,9.45002931150531,1
2015,852930,0,281,1.4,6.3,11.070001728674876,1
2001,1779504,0,396,1.7,5.5,9.450144436696885,1
2018,429179,1,229,3.8,8.2,11.880034249948851,2
2022,417375,0,344,3.5,7.7,12.95998408956638,2
2018,1082203,1,302,3.1,7.1,11.879708931676218,1
2015,926332,0,221,2.0,7.0,11.069823522963938,1
2021,941111,1,173,3.5,7.6,12.69004708556584,2
2018,2432778,1,327,3.8,8.0,11.879973344831642,2
2008,1547053,0,150,1.3,4.699999999999999,9.449982397954455,0
2000,1078825,1,355,2.2,6.2,9.45000429842172,1
2009,530533,0,367,1.4,5.699999999999999,9.449996028278656,1
2018,1493828,0,377,2.1,7.3,11.87998925985976,1
2000,1658678,0,384,1.4,5.1,9.450015746987352,1
2001,765054,0,376,2.0,5.6000000000000005,9.449979419742272,1
2015,1508716,0,399,2.0,7.1,11.069919414379743,1
2011,441637,1,361,2.8,6.5,9.989974378968476,1
2007,298827,0,292,1.0,6.1,9.450012850167052,1
2022,295256,1,131,3.2,6.7,12.959906861675034,1
2017,2491239,1,166,3.3,7.199999999999999,11.609951491988827,1
2001,2168670,0,109,1.4,4.699999999999999,9.450019470988227,0
2012,460275,1,61,3.4,5.8,10.260028261699208,1
2005,1879210,1,125,3.3,5.5,9.44999947975736,1
2020,644091,0,230,2.2,6.6000000000000005,12.42002086894745,1
2005,121524,0,274,2.3,6.0,9.449993952100638,1
2008,1617431,0,197,1.9,5.2,9.450014624159111,1
2015,926004,0,240,1.9,6.0,11.06997605186011,1
2010,2024760,0,270,2.3,6.2,9.719915726855868,1
2006,641309,0,343,1.6,5.5,9.450008612840517,1
2009,2429339,0,61,2.1,5.300000000000001,9.45010281843474,1
2009,2142195,1,216,3.0,6.3,9.450038179461226,1
2019,1810828,0,367,3.2,7.3,12.150026771641668,1
2017,1220407,0,201,2.0,7.1,11.610072853975293,1
2023,818976,0,87,2.1,6.3,13.229998511978572,1
2019,486700,0,316,2.4,7.3,12.149992532731526,1
2008,1293517,0,359,2.4,6.5,9.450157317166758,1
2014,1274858,0,307,1.3,6.3,10.799975953487174,1
2003,1942608,1,395,2.7,6.5,9.449971643846714,1
2007,2001475,0,144,1.5,5.8,9.450009672562723,1
2008,390641,0,302,1.1,5.6000000000000005,9.450002949410798,1
2012,682899,0,265,1.3,5.9,10.260059383638785,1
2008,998614,1,332,2.4,6.4,9.449840702463284,1
2003,1844354,0,330,1.7,5.8,9.450008138508856,1
2016,1443758,0,107,2.3,5.8,11.340212793231636,1
2015,1605381,1,105,2.8,7.0,11.070032833842474,1
2014,1040671,0,236,2.0,5.8,10.799986976199005,1
2002,2412313,0,329,1.6,5.699999999999999,9.449964357690378,1
2019,398405,0,287,3.3,8.299999999999999,12.149642070484582,2
2004,241196,0,313,2.0,5.9,9.449988044486174,1
2022,1870282,0,305,2.1,7.1,12.959600544711757,1
2004,1812204,0,81,1.7,4.5,9.450056955052192,0
2019,640608,1,81,4.2,7.4,12.14963503649635,1
2014,2109636,0,283,2.1,6.2,10.799983137541451,1
2017,1916135,0,258,2.4,6.5,11.610041213937803,1
2014,387232,1,290,2.3,6.3,10.800014369364517,1
2001,1279362,1,391,3.5,6.4,9.449988519349311,1
2012,1392641,1,395,3.4,7.5,10.260003268279016,2
2003,2328569,0,289,1.1,5.5,9.44999142430108,1
2009,2387830,0,256,1.7,5.4,9.449995904660495,1
2012,393275,1,293,2.2,6.5,10.259992644287744,1
2009,1120639,0,350,2.0,5.699999999999999,9.449983461702026,1
2008,1973921,0,324,2.4,6.0,9.45007476324971,1
2007,1275619,0,216,2.4,5.300000000000001,9.450067532640777,1
2002,184670,0,86,1.9,4.9,9.450328910692384,0
2015,2157716,0,283,1.8,6.5,11.070024533711685,1
2013,801794,1,261,3.5,7.7,10.52994837241862,2
2008,2459021,0,148,1.9,4.8,9.449994481845271,0
2020,2253092,0,374,3.4,8.2,12.420014358398102,2
2010,1027444,0,229,2.4,6.7,9.71996463107198,1
2002,1640726,0,353,1.4,5.699999999999999,9.450019902777946,1
2004,1370985,1,239,2.0,6.2,9.449868459514764,1
2009,1239353,1,359,2.7,6.3,9.450047979528737,1
2012,236351,0,82,2.3,6.3,10.260020256109424,1
2003,1685335,1,261,3.3,5.9,9.449994579822103,1
2023,506195,0,385,2.9,7.7,13.230038540896174,2
2012,367972,0,136,1.2,5.4,10.259999696557443,1
2011,1589998,0,282,1.2,5.8,9.99001817380769,1
2004,1730871,1,384,3.4,6.3,9.449985646807066,1
2009,1663798,0,247,1.6,5.699999999999999,9.45000726242783,1
2023,828894,0,310,3.0,7.6,13.230045816252712,2
2008,1999428,0,190,2.4,5.4,9.450007111977,1
2019,1628914,0,82,3.3,6.9,12.149984761642596,1
2006,1797888,0,96,2.9,5.699999999999999,9.449985481507492,1
